range_low,range_high,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
0.5,2.0,0.37044433165915835,0.03470049310216293,0.5042609790048012,0.04857103142294981,0.6513540945381406,0.09868399339374646
1.0,2.0,0.37294492439980964,0.03788368590161808,0.5068855537881254,0.05172077752473205,0.6471464350333689,0.10374699499959174
1.0,3.0,0.3820501662494088,0.04689438475934702,0.5176755672139993,0.06120206950494993,0.6305659984627796,0.11718422507713089
