feature_set,n_features,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
sans_voisinage,33,0.3717771598126477,0.036254604826886035,0.5058795622805796,0.05024601616705935,0.6488252618226591,0.10125641815199717
avec_voisinage,41,0.37127040954990437,0.036188622888163054,0.5053736894250589,0.05031912256794815,0.6494718578981055,0.10135901474503708
